,Category,Resume,tokenized
  (0, 54)	0.1417247749634455
  (0, 31)	0.08704144462441622"
779,13,oper system linux ubuntu window tool tableau svn beyond compar educ detail januari bachelor engin engin gujarat technolog univers system engin hadoop develop system engin hadoop develop tata consult servic skill detail hadoop spark sqoop hive flume pig exprienc monthscompani detail compani tata consult servic descript role respons work american pharmaceut compani one world premier biopharmaceut develop produc medicin va in wide rang medic disciplin includ immunolog oncolog cardiolog endocrinolog neurolog handl larg amount unit healthcar data big data analyt use data possibl data sourc like record patient old new record medicin treatment pathway patient journey health outcom patient finder rare diseas patient finder etc gather store process one place work cluster spec cluster architectur fulli distribut packag use cdh cluster capac tb node data node master nf backup nn develop proof concept enterpris adopt hadoop use sparkapi cloudera hadoop yarn perform analyt healthcar data cloudera distribut respons cluster mainten ad remov cluster node cluster monitor troubl shoot manag review data backup review hadoop log file import export larg data set data hdf vice versa use sqoop involv develop pig script hive report work hive partit bucket concept creat hive extern intern tabl hive partit monitor hadoop script take input hdf load data hive develop spark script use scala shell command per requir work data frame sql data set rdd mapreduc spark optim exist algorithm hadoop use sparkcontext spark sql data frame rdd collabor infrastructur network databas applic bi ensur data qualiti avail develop report use tableau export data hdf hive use sqoop use orc parquet file format serial data snappi compress data achiev appreci show articul leadership qualiti work team complet intern certif tc certifi hadoop develop ongo learn prepar schedul cloudera certifi spark develop ,"  (0, 1485)	0.06542019215960247
  (0, 1481)	0.06077193748953561
  (0, 1476)	0.03988276243438294
  (0, 1473)	0.07622889058095193
  (0, 1445)	0.0841877678433189
  (0, 1427)	0.10618283192370492
  (0, 1418)	0.027990877646567023
  (0, 1417)	0.04725364502967857
  (0, 1411)	0.07036008927772294
  (0, 1378)	0.03691028223372466
  (0, 1349)	0.030491100291067535
  (0, 1344)	0.029113604419076303
  (0, 1342)	0.08058571721900358
  (0, 1340)	0.11757205453255387
  (0, 1332)	0.05029538988048678
  (0, 1329)	0.14037508722946423
  (0, 1328)	0.062118186104652265
  (0, 1327)	0.059079679217608566
  (0, 1322)	0.07804031378750342
  (0, 1293)	0.05688211016154449
  (0, 1267)	0.15997488652472244
  (0, 1266)	0.06804660291432538
  (0, 1258)	0.19460850173805683
  (0, 1255)	0.05150695302040796
  (0, 1228)	0.06885093638218108
  :	:
  (0, 294)	0.03859062094262105
  (0, 268)	0.09045425088075155
  (0, 255)	0.11244171047075148
  (0, 249)	0.04409879049396537
  (0, 242)	0.07666543663970209
  (0, 236)	0.07306338601538678
  (0, 229)	0.06358636949184204
  (0, 221)	0.19221525361017244
  (0, 219)	0.1727146571049029
  (0, 191)	0.12763867336082232
  (0, 190)	0.055420539624716166
  (0, 171)	0.06885093638218108
  (0, 130)	0.07418811530843258
  (0, 129)	0.0727031348612519
  (0, 110)	0.10287175986182559
  (0, 107)	0.044641069017986326
  (0, 101)	0.057658472454018304
  (0, 66)	0.06380592650983379
  (0, 60)	0.0855626449911202
  (0, 58)	0.034303855638971946
  (0, 44)	0.09002975980428127
  (0, 38)	0.08290778784100766
  (0, 31)	0.06828004975458447
  (0, 12)	0.05880303323103972
  (0, 4)	0.04808655878498349"
780,13,area expertis big data ecosystem hadoop hdf mapreduc hive pig sqoop hbase oozi spark pyspark hue knowledg cassandra program languag python core java idea scala databas oracl mysql sqlserver nosql hbase cassandra tool eclips toad ftp tectia putti autosi anaconda jupyt notebool devop rtc rlm script languag jsp platform window unixeduc detail tech db tech cse srm univers softwar engin softwar engin larsen toubro skill detail compani detail compani larsen toubro descript work softwar engin technosoft corpor chennai aug sep compani current project descript durat septemb till date vendor citi bank descript citibank citi anti money launder aml transact monitor tm program futur state solut rule base system transact monitor icg market busi role responesbl build provid domain knowledg anti money launder among team member layer architectur data warehous workspac layer use busi analyst activ involv design star schema model involv variou dimens fact tabl design scd maintain histori dim data develop hive queri map data differ layer architectur usag oozi workflow integr data qualiti reconcili modul regress integr test solut issu integr modul effect test data flow layer layer transact monitor system develop gener alert suspici fraudul transact base requir provid ba develop spark job variou busi rule learn machin learn use project develop effect model fraud detect anti money launder system schedul job use autosi tool deploy code manag use rtc rlm releas lifecycl manag hadoop develop current project prt ran environ hadoop hdf yarn hive sqoop hbase tez tableau sqlserver teradata cluster size node cluster distribut horton work hdp compani alcatel lucent descript rucku wireless descript scope project maintain store oper paramet data collect multipl vendor network mediat team om data store make avail rf engin boost network perform respons work hadoop distribut file system involv import data mysql hdf use sqoop involv creat hive tabl load data write hive queri run top tez execut engin involv prepar test case document involv integr hive hbase store oper data monitor job oozi compani current project descript anti money launder environ hadoop hdf yarn hive oozi spark unix autosi python rtc rlm etl framw work cluster size node cluster distribut cloudera,"  (0, 1488)	0.04868393308527937
  (0, 1482)	0.0701219744054298
  (0, 1481)	0.05252909602736768
  (0, 1476)	0.037696847197353674
  (0, 1461)	0.06325718714167297
  (0, 1438)	0.09007335534227547
  (0, 1435)	0.06184936903214069
  (0, 1427)	0.08191207481963805
  (0, 1426)	0.06253147566807901
  (0, 1419)	0.05833645758490124
  (0, 1418)	0.02645673903101554
  (0, 1392)	0.13876515222897726
  (0, 1379)	0.0677348253219531
  (0, 1378)	0.059069306950523204
  (0, 1373)	0.0516035368211843
  (0, 1361)	0.07576852733257719
  (0, 1358)	0.08832363260914874
  (0, 1345)	0.09330644520714078
  (0, 1344)	0.046591906964483475
  (0, 1329)	0.07836373457969668
  (0, 1328)	0.09941073273270278
  (0, 1327)	0.06349649158339805
  (0, 1293)	0.11283081061772432
  (0, 1282)	0.04440898475250462
  (0, 1267)	0.1512068995385715
  :	:
  (0, 294)	0.036475526070151205
  (0, 282)	0.05278615505554597
  (0, 281)	0.04608873131718829
  (0, 230)	0.061834608159839835
  (0, 225)	0.04599619535290039
  (0, 221)	0.15529363784975533
  (0, 219)	0.07778874783694005
  (0, 204)	0.1317077990794036
  (0, 200)	0.07895821607103086
  (0, 181)	0.04618175819074512
  (0, 162)	0.07479002831140516
  (0, 159)	0.04204637804467783
  (0, 130)	0.0701219744054298
  (0, 117)	0.05809041969626461
  (0, 115)	0.046654442458279564
  (0, 106)	0.07566062155081363
  (0, 101)	0.05449829683457789
  (0, 100)	0.17758082964629904
  (0, 92)	0.06507731836439316
  (0, 68)	0.048154118629271145
  (0, 66)	0.1021117051992687
  (0, 43)	0.05656368414666074
  (0, 39)	0.0815608387129269
  (0, 30)	0.07049115697905738
  (0, 9)	0.03846065912526601"
781,13,technic skill set program languag apach hadoop python shell script sql technolog hive pig sqoop flume oozi impala hdf tool dataiku unravel cloudera putti hue cloudera manag eclips resourc manag initi learn program tata consult servic june august descript learn program conduct tc newli join employe omplish learn work standard organ period employe groom variou technic well ethic aspect educ detail electron commun indor madhya pradesh medi cap institut technolog manag hadoop develop hadoop hive sqoop flume pig mapreduc python impala spark scala sql unix skill detail apach hadoop sqoop exprienc month hadoop exprienc month hadoop exprienc month hive exprienc month sqoop exprienc month python exprienc less year month hdf exprienc less year month unix exprienc less year month impala exprienc less year month pig exprienc less year month unravel exprienc less year month mapreduc exprienc less year month dataiku exprienc less year monthscompani detail compani tata consult servic descript project descript data warehous divis multipl product inject store analys present data data lake program start provid multi talent secur data hub store applic data hadoop platform strong data govern lineag audit monitor capabl object project provid necessari engin support analyt applic team focu busi logic develop project major task set hadoop cluster govern activ requir smooth function variou hadoop ecosystem day day data increas provid stabil ecosystem smooth work develop autom variou requir specif util respons develop proactiv health check util data lake util proactiv check smooth function hadoop compon cluster send result email html format util use daili health check well upgrad get data differ format process data hadoop ecosystem filter data use appropri techniqu develop data pipelin util ingest data rdbm databas hive extern tabl use sqoop command util also offer data qualiti check like row count valid develop autom variou cluster health check usag capac relat report use unix shell script optim hive queri order increas perform minim hadoop resourc util creat flume agent process data hadoop ecosystem side perform benchmark test hive queri impala queri involv set cluster compon like edg node ha implement servic hive server impala hdf filter requir data avail data use differ technolog like pig regex serd etc dataiku benchmark test top impala hive compar greenplum databas move data greenplum databas hadoop side help sqoop pipelin process data hadoop side store data hive tabl perform test deal hadoop ecosystem relat issu order provid stabil wm hadoop ecosystem reschedul job autosi job host tw job host better perform declar herebi declar mention inform authent best knowledg compani tata consult servic descript client barclay union bank california ubc morgan stanley ms key project handl project name absa reconcili ubc wmdatalak coe compani tata consult servic descript project descript migrat data rdbm databas hive hadoop ecosystem hadoop platform abil strong data govern lineag audit monitor capabl object project speed data process analysi decis make becom easi due rdbm limit process wast amount data produc result earliest client want move data hadoop ecosystem come limit focu busi improv respons optimis sql queri data requir move rdbm platform write hive queri logic move data rdbm hadoop ecosystem write hive queri analys requir data per busi requir optim hive queri order increas perform minim hadoop resourc util write sqoop command script move data rdbm hadoop side compani tata consult servic descript project descript creat rec migrat static setup reconcili version version environ intellimatch respons work extract busi requir analyz implement develop rec work migrat static setup reconcili version version environ intellimatch done back end work thing relat write sql queri provid data new rec project name pso,"  (0, 1495)	0.07075605467347183
  (0, 1488)	0.08710644906247754
  (0, 1481)	0.04306887404525323
  (0, 1471)	0.05328486227635738
  (0, 1462)	0.05750334165917477
  (0, 1461)	0.04742971491785229
  (0, 1442)	0.10790596922343437
  (0, 1435)	0.06535897229653555
  (0, 1431)	0.04097523050640964
  (0, 1429)	0.1294507307510467
  (0, 1427)	0.06141699516806037
  (0, 1426)	0.04688558246649799
  (0, 1422)	0.051274029242412186
  (0, 1419)	0.09179370582043483
  (0, 1379)	0.05078701093419806
  (0, 1378)	0.026158196729744957
  (0, 1361)	0.0568106141533152
  (0, 1349)	0.04534879417878958
  (0, 1347)	0.04569721363603069
  (0, 1346)	0.041379340012012454
  (0, 1344)	0.020632716571599086
  (0, 1342)	0.05711083516712446
  (0, 1340)	0.12841530844446708
  (0, 1338)	0.035796180486776186
  (0, 1335)	0.05177978355813081
  :	:
  (0, 170)	0.0840528819989627
  (0, 162)	0.06376408603223975
  (0, 127)	0.05711083516712446
  (0, 126)	0.04266629063777883
  (0, 116)	0.060637967659593096
  (0, 115)	0.03498111448572105
  (0, 108)	0.044607407427464454
  (0, 101)	0.04086237152125382
  (0, 100)	0.06344603801698032
  (0, 98)	0.057700402970045556
  (0, 94)	0.060141758165376306
  (0, 93)	0.044166651372857815
  (0, 91)	0.06918600913220391
  (0, 76)	0.05711083516712446
  (0, 62)	0.046534948592772726
  (0, 58)	0.04116215307993848
  (0, 54)	0.07879051700735513
  (0, 45)	0.030826786010205366
  (0, 44)	0.03768355055135341
  (0, 42)	0.031198673174362715
  (0, 41)	0.09422100185050211
  (0, 35)	0.03512559935774948
  (0, 23)	0.053136448971762076
  (0, 9)	0.028837483617135378
  (0, 0)	0.037950976537487364"
782,13,technic skill program languag java net ee html css mapreduc script languag javascript python databas oracl pl sql sql ibm db tool ibm ration rose weka oper system window xp vista unix window red hat educ detail januari pimpri chinchwad maharashtra pimpri chinchwad colleg engin januari diploma msbte dnyanganaga polytechn new english school takali hadoop big data develop hadoop big data develop british telecom skill detail apach hadoop mapreduc exprienc month mapreduc exprienc month mapreduc exprienc month java exprienc month net exprienc monthscompani detail compani british telecom descript project british telecom project uk respons work hdf mapreduc hive spark scala sqoop kerbero etc technolog implement variou data mine algorithm spark like mean cluster random forest na bay etc knowledg instal configur maintain secur hadoop compani dxc technolog descript hpe legaci bangalor work hadoop java program work azur aw emr servic work hdinsight hadoop cluster design develop document architect hadoop applic develop mapreduc code work seamlessli hadoop cluster analyz process larg data set hdf analyt bent mind abil learn unlearn relearn sure come handi,"  (0, 1494)	0.07863402989202736
  (0, 1481)	0.08423561824085664
  (0, 1476)	0.09359930598941045
  (0, 1453)	0.10178195192303251
  (0, 1435)	0.05356898890829956
  (0, 1419)	0.08554860678816967
  (0, 1413)	0.09666844180141212
  (0, 1378)	0.05116112093575548
  (0, 1351)	0.2604167821883677
  (0, 1349)	0.07155837890599685
  (0, 1346)	0.04779925165434471
  (0, 1327)	0.03902101862121386
  (0, 1320)	0.0970934978125564
  (0, 1267)	0.1056604082600916
  (0, 1266)	0.09431898837625945
  (0, 1258)	0.1750258672055082
  (0, 1218)	0.06718272208623882
  (0, 1215)	0.04767350419992476
  (0, 1198)	0.06299010864015653
  (0, 1191)	0.06356541905990341
  (0, 1186)	0.06220570306475162
  (0, 1178)	0.1056604082600916
  (0, 1138)	0.043566510288774535
  (0, 1088)	0.13108284997684408
  (0, 1068)	0.06927454986773478
  :	:
  (0, 377)	0.053886465819566486
  (0, 359)	0.061659710087399254
  (0, 350)	0.08586421278569031
  (0, 345)	0.04522257402945235
  (0, 317)	0.07863402989202736
  (0, 314)	0.04895953732750985
  (0, 313)	0.1124305649199665
  (0, 303)	0.07268760359966585
  (0, 262)	0.07512194860143245
  (0, 235)	0.09625029757721631
  (0, 231)	0.04909174997446843
  (0, 225)	0.06745199473708795
  (0, 221)	0.20027869270287035
  (0, 154)	0.24299784764193988
  (0, 130)	0.17410920612523217
  (0, 114)	0.11762736531792177
  (0, 105)	0.11669216032187206
  (0, 102)	0.0910146887146384
  (0, 65)	0.09841252042919055
  (0, 58)	0.04754836865767958
  (0, 54)	0.0910146887146384
  (0, 45)	0.06029211200691772
  (0, 44)	0.0737028131933177
  (0, 31)	0.094642567642084
  (0, 0)	0.07422585434020246"
783,13,technic skill set big data ecosystem hadoop hdf hbase map reduc sqoop hive pig spark core flume languag scala core java sql plsql sell script etl tool informatica power center talend tool eclips intellij idea platform window famili linux unix cloudera databas mysql oracl geduc detail pune maharashtra pune univers hodoop develop hodoop develop prgx india privat limit pune skill detail compani detail compani prgx india privat limit pune descript team size environ hive spark sqoop scala flume project descript bank want help custom avail differ product bank analyz expenditur behavior custom spend rang onlin shop medic expens hospit cash transact debit card usag etc behavior allow bank creat analyt report base bank use display product offer custom portal built use java portal allow custom login see transact make day day basi analyt also help custom plan budget budget watch financi forecast applic embed portal portal use hadoop framework analy data per rule regul place regul respect countri offer interest rate also compli regul process done use hadoop framework big data analyt system role respons import data legaci system hadoop use sqoop flume implement busi logic analys data per process data use spark creat hive script load data hive sourc variou attribut data process logic retriev correct result project compani prgx india privat limit pune descript compani prgx india privat limit pune descript team size environ hadoop hdf hive sqoop mysql map reduc project descript purpos project store terabyt inform web applic extract meaning inform solut base open sourc hadoop data store hadoop file system process use map reduc job trun includ get raw html data micro websit process html obtain product user inform extract variou report vistor track inform export inform process role respons move crawl data flat file gener variou micro site hdf process sqoop implement interact databas write map reduc script process data file creat hive tabl store process data tabular format report creation hive data project compani prgx india privat limit pune descript team size environ informatica oracl unix project descript pfizer inc american global pharmaceut corpor headquart new york citi main object project build develop data repositori pfizer inc downstream applic like etrack tsp databas rt sadm gf gdo sql request oltp system directli due perform oltp system goe slow creat develop data repositori replac entir sql request directli oltp system ddr process extract clinic pre clinic studi product subject site relat inform upstream applic like epec cdss rcm prc clinic edh appli busi logic put ddr core tabl snapshot dimension layer creat use report applic role respons understand analyz requir document resolv queri design informatica map use variou basic transform like filter router sourc qualifi lookup etc advanc transform like aggreg joiner sorter perform cross unit integr test map develop within team report bug bug fix creat workflow batch set session depend implement chang data captur use map paramet scd sk gener develop mapplet reusabl transform popul data data warehous creat session worklet use workflow manag load data target databas involv unit case test utc perform unit test uat scd type type fact load cdc implement person scan address jijayi height flat narh polic chowki pune,"  (0, 1496)	0.06839649543939373
  (0, 1488)	0.039350987679724996
  (0, 1482)	0.09596631708385807
  (0, 1479)	0.04244872987156428
  (0, 1476)	0.030470179289521705
  (0, 1468)	0.04429509307024848
  (0, 1467)	0.03398588403929653
  (0, 1463)	0.0579125415941052
  (0, 1461)	0.051130478457967976
  (0, 1435)	0.0704586888373872
  (0, 1428)	0.031783965593561996
  (0, 1427)	0.08621462200966414
  (0, 1426)	0.05054388938336697
  (0, 1419)	0.07983709862151528
  (0, 1418)	0.021384854215280944
  (0, 1417)	0.07576302460408937
  (0, 1414)	0.0371040985296603
  (0, 1410)	0.05054388938336697
  (0, 1409)	0.06943522915590378
  (0, 1394)	0.0937444965137194
  (0, 1392)	0.07958314424720422
  (0, 1386)	0.0371040985296603
  (0, 1378)	0.047745435151844276
  (0, 1361)	0.06124333423004995
  (0, 1346)	0.02634621248765317
  :	:
  (0, 177)	0.05238192724866392
  (0, 175)	0.05728248765967117
  (0, 162)	0.0487726303669722
  (0, 161)	0.05823839225942208
  (0, 159)	0.03398588403929653
  (0, 158)	0.07417757169397553
  (0, 157)	0.07983709862151528
  (0, 130)	0.09596631708385807
  (0, 120)	0.06242626646399546
  (0, 119)	0.0372532986408451
  (0, 118)	0.04024836831068239
  (0, 117)	0.04695420531807768
  (0, 115)	0.08998849720870307
  (0, 101)	0.04405070978030582
  (0, 89)	0.06592523150745362
  (0, 58)	0.06838796520327696
  (0, 57)	0.04685466806472115
  (0, 45)	0.056266811034278476
  (0, 44)	0.0852537261023147
  (0, 41)	0.05999048159860109
  (0, 38)	0.06334102769760201
  (0, 35)	0.06411325075776517
  (0, 33)	0.09269935394122263
  (0, 19)	0.045185225488476054
  (0, 15)	0.05424346794009463"
784,10,technic summari knowledg informatica power center ver etl tool map design usag multipl transform integr variou data sourc like sql server tabl flat file etc target data warehous sql plsql work knowledg microsoft sql server unix work descript shell script error debug job schedul use autosi incid manag chang request servic jira agil central basic knowledg intellimatch reconcili tool educ detail januari januari btech cse sangli maharashtra walchand colleg engin octob sangli maharashtra willingdon colleg august achiev sangli maharashtra martin english school etl develop analyst skill detail etl exprienc month extract transform load exprienc month informatica exprienc month ms sql server exprienc month reconcili exprienc month jira exprienc monthscompani detail compani tata consult servic descript project detail client project barclay uk london hexad environ informatica power center sql server unix autosi intellimatch project descript object implement strateg technic solut support govern monitor break standard includ enhanc audit capabl part program requir remedi sourc system data feed involv consolid data standard feed remedi data feed consum etl layer reconcili tool design sourc data etl layer data front back offic system togeth static data must therefor deliv etl pre process deliv reconcili tool reconcili process perform role respons respons analyz design develop etl strategi process write etl specif requir gather make function document low level document develop debug informatica map resolv bug identifi caus failur user interact identifi issu data load applic develop map use differ transform compani tata consult servic descript project detail client project barclay uk london hexad environ informatica power center sql server unix autosi intellimatch project descript object implement strateg technic solut support govern monitor break standard includ enhanc audit capabl part program requir remedi sourc system data feed involv consolid data standard feed remedi data feed consum etl layer reconcili tool design sourc data etl layer data front back offic system togeth static data must therefor deliv etl pre process deliv reconcili tool reconcili process perform role respons respons analyz design develop etl strategi process write etl specif requir gather make function document low level document develop debug informatica map resolv bug identifi caus failur user interact identifi issu data load applic develop map use differ transform,"  (0, 1488)	0.07534524653162179
  (0, 1481)	0.03406795881232474
  (0, 1461)	0.05782096904149027
  (0, 1435)	0.033389971729747385
  (0, 1428)	0.06085668656884521
  (0, 1427)	0.06021555034656728
  (0, 1426)	0.05715762401235148
  (0, 1419)	0.11190455248655258
  (0, 1413)	0.10201922781744145
  (0, 1394)	0.1205433046956906
  (0, 1378)	0.08902677701790064
  (0, 1346)	0.06252531825347328
  (0, 1340)	0.10157793849826101
  (0, 1337)	0.04954312643695827
  (0, 1328)	0.05366783214641199
  (0, 1327)	0.058039708055058606
  (0, 1319)	0.05825234914449129
  (0, 1313)	0.06250752429342726
  (0, 1296)	0.08754027163954811
  (0, 1295)	0.09641198668701667
  (0, 1284)	0.12413826845980229
  (0, 1278)	0.09933429674727472
  (0, 1266)	0.09693598377748142
  (0, 1261)	0.07468730654641406
  (0, 1255)	0.11612029070992329
  :	:
  (0, 336)	0.14194795930999768
  (0, 324)	0.11818087733746714
  (0, 313)	0.1107904794987586
  (0, 302)	0.06870693447472397
  (0, 269)	0.11633095239079579
  (0, 268)	0.07814915176401205
  (0, 231)	0.05180907368808968
  (0, 215)	0.050048840708203784
  (0, 194)	0.04051567432041853
  (0, 189)	0.0631240830200065
  (0, 187)	0.10178322347037219
  (0, 185)	0.09789941070984313
  (0, 170)	0.10246781150440296
  (0, 158)	0.08388380484286079
  (0, 119)	0.042127941931472804
  (0, 116)	0.12516249171639557
  (0, 108)	0.09207390151946537
  (0, 100)	0.16231982668379613
  (0, 93)	0.05384300930586206
  (0, 91)	0.08434379373913747
  (0, 58)	0.05018026321765585
  (0, 45)	0.06362939751386976
  (0, 43)	0.051702694629652594
  (0, 24)	0.05999356681128446
  (0, 4)	0.0415450213086275"
785,10,technicalprofici db oracl domain invest bank advertis insur program skill sql plsql bi tool informatica os window unix profession develop train concept data wareh busi intellig etl bi tool informatica educ detail bca nand maharashtra nand univers etl develop etl develop sun trust bank ny skill detail etl exprienc month extract transform load exprienc month informatica exprienc month oracl exprienc month unix exprienc monthscompani detail compani sun trust bank ny descript sun trust bank ny jan present client sun trust bank ny environ informatica power center oracl unix role etl develop project profil sun trust bank us base multin financi servic hold compani headquart ny oper bank new york financi servic invest compani organ stock corpor four divis invest bank privat bank retail bank share servic group provid financi servic support divis object first modul creat dr system bank central point commun storag list cash secur loan bond note equiti rate commod fx asset class contribut highlight liais close project manag busi analyst product architect requir model cfoc defin technic requir creat project document develop use infa oracl unix use informatica powercent extract transform load etl data databas creat configur session informatica workflow manag load data data base tabl variou heterogen databas sourc like flat file oracl etc unit test system integr test develop map provid product support deploy code provid solut busi product issu one one interact client throughout project daili meet project compani marshal multimedia descript jun dec client marshal multimedia environ informatica power center oracl unix role etl develop project profil marshal multimedia us base multimedia advertis servic base organ head courter new york egc interfac system advert manag custom manag bill provis system consum enterpris custom main aim project creat enterpris data warehous would suffic need report belong follow categori financi report manag report reject report profession report creat cogno etl work perform informatica project load advert detail magazin detail come relat tabl data warehous calcul compens incent amount monthli twice per busi rule contribut highlight develop map use differ sourc use informatica transform creat configur session informatica workflow manag load data data mart tabl variou heterogen databas sourc like flat file oracl etc unit test system integr test develop map provid solut busi product issu project compani assur healthcar insur miami usa descript assur usa nov may project act bi state datamart client assur healthcar insur miami usa environ informatica power center oracl unix role etl develop project profil assur inc hold compani busi provid divers set specialti nich market insur product properti casualti life health insur sector compani four oper segment assur employe benefit assur health assur solut assur specialti properti project aim build state datamart enterpris solut part team respons etl design develop along test contribut highlight perform small enhanc daili load monitor attend informatica job failur analyz root caus resolv failur use standard document process experi write sql statement strong problem analysi resolut skill abil work multi platform environ schedul informatica job use informatica schedul extens use etl methodolog develop support data extract transform load process corpor wide etl solut use informatica involv creat unit case upload qualiti center unit test utr ensur daili support task done ord defin sla,"  (0, 1496)	0.1118297955599698
  (0, 1488)	0.03800008840350776
  (0, 1487)	0.061630583248617615
  (0, 1482)	0.09267184251196281
  (0, 1481)	0.029091731725597435
  (0, 1476)	0.02942415362217531
  (0, 1473)	0.05623909804623403
  (0, 1461)	0.0835994726938115
  (0, 1460)	0.061630583248617615
  (0, 1435)	0.04827632736257251
  (0, 1427)	0.07545219404638884
  (0, 1425)	0.1020450616609967
  (0, 1424)	0.08054577115138195
  (0, 1419)	0.1271209124682169
  (0, 1418)	0.020650723109943564
  (0, 1417)	0.08319133186724431
  (0, 1404)	0.13144968344586036
  (0, 1394)	0.10293582603062568
  (0, 1390)	0.03395793473477289
  (0, 1378)	0.04610635878826585
  (0, 1369)	0.053377196373672685
  (0, 1361)	0.07867442592606964
  (0, 1346)	0.02544176049091272
  (0, 1344)	0.021479032961458824
  (0, 1338)	0.03726447450105237
  :	:
  (0, 185)	0.04937519528938062
  (0, 183)	0.05101144534842236
  (0, 182)	0.05722897246720718
  (0, 181)	0.03604702378510926
  (0, 167)	0.04808819306823361
  (0, 162)	0.07765839920006476
  (0, 159)	0.032819166026423284
  (0, 143)	0.05757550484082444
  (0, 131)	0.04597828683115335
  (0, 129)	0.11256518690245287
  (0, 124)	0.05829605529021948
  (0, 117)	0.06390469517194991
  (0, 115)	0.12373767263577097
  (0, 86)	0.04289400566251046
  (0, 83)	0.17126881059414528
  (0, 79)	0.053903695808685204
  (0, 65)	0.05238131743510129
  (0, 45)	0.03209124452959624
  (0, 43)	0.044150602915258776
  (0, 42)	0.032478385826727914
  (0, 34)	0.04628246151894643
  (0, 26)	0.09416749753175911
  (0, 20)	0.09999161124834623
  (0, 7)	0.05502164733029091
  (0, 0)	0.03950765635438889"
786,10,educ detail januari bachelor engin extc mumbai maharashtra mumbai univers januari diploma industri electron vashi maharashtra fr agnel polytechn etl develop etl develop skill detail informatica exprienc monthscompani detail compani blue shield california descript durat mar sept descript blue shield california bsc health plan provid intent project process feed come go bsc system relat elig enrol claim subject area feed come differ format process use informatica oracl facet tidal technic environ etl tool informatica power center oracl sql pl sql unix facet tidal jira putti role etl develop respons respons analyz busi requir document involv develop informatica map use differ transform like sourc qualifi express filter router joiner union aggreg normal sorter lookup correspond session workflow extens use informatica debugg figur problem map involv troubleshoot exist bug write unix script sql per busi requir impact analysi chang request develop data fabric use facet screen well sql statement membership domain unit test troubl shoot use informatica debugg sql queri prepar unit test case prepar document design unit test impact analysi award achiev receiv kudo award syntel contribut error free work commit toward learn client appreci outstand display syntel valu receiv appreci manag outstand perform complet tenur receiv spot recognit autom done project,"  (0, 1488)	0.0649007572297014
  (0, 1482)	0.09347990084084265
  (0, 1481)	0.029345399026097823
  (0, 1471)	0.05595418893284614
  (0, 1432)	0.09894104092156521
  (0, 1427)	0.10919733359953039
  (0, 1419)	0.13167364940698492
  (0, 1418)	0.035269590768965534
  (0, 1417)	0.12495436472491259
  (0, 1403)	0.06930668723852228
  (0, 1394)	0.0736728882204166
  (0, 1383)	0.08213033903490459
  (0, 1378)	0.046508386267414874
  (0, 1361)	0.1010073444446188
  (0, 1357)	0.09774197389121397
  (0, 1346)	0.04345225473118939
  (0, 1327)	0.03547233863117086
  (0, 1326)	0.19935895177732674
  (0, 1307)	0.1008634947902852
  (0, 1283)	0.09716474253955533
  (0, 1266)	0.13214252762632298
  (0, 1255)	0.0649007572297014
  (0, 1217)	0.0798478755833767
  (0, 1209)	0.10154112722101173
  (0, 1191)	0.057784603011345824
  :	:
  (0, 359)	0.05605220451449118
  (0, 356)	0.09186466132877309
  (0, 350)	0.08535448868650349
  (0, 345)	0.041109907337832194
  (0, 313)	0.042830347432870064
  (0, 284)	0.1037005089486955
  (0, 277)	0.08067790414742165
  (0, 249)	0.05556618530392038
  (0, 235)	0.14814534583692318
  (0, 215)	0.04311098323990332
  (0, 206)	0.1008634947902852
  (0, 194)	0.059089686921706006
  (0, 187)	0.07073471478652578
  (0, 181)	0.06156509728842347
  (0, 162)	0.08043967456836516
  (0, 158)	0.0722556857163551
  (0, 156)	0.16857727804916897
  (0, 107)	0.05624947726305491
  (0, 104)	0.1768780508869918
  (0, 98)	0.06059092791762388
  (0, 68)	0.06419445933618602
  (0, 60)	0.18254200562904604
  (0, 45)	0.05480897960811196
  (0, 42)	0.09391918288198618
  (0, 4)	0.06059092791762388"
